MODEL,SCENARIO,REGION,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
IIASA GDP,SSP2_v9_130219,COM,,,,,,,,,,,,,936.1596410865166,950.3653684161017,1045.997820255273,1197.6851716334822,1372.6658441178104,1574.1025722324202,1834.3195359402928,2187.653259874471,2645.925871021149,3206.070829998553,3852.653984302328,4572.099646403116,5367.010574886529,6259.5347663185385,7278.169969612877,8577.36293665678,10149.223717899937,11921.959846158901,13776.775429282128,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,CPV,,,,,,,,,,,,,3808.5057153370567,4838.373635104878,5608.414497173944,5941.186340777395,6181.5517101051255,6501.994500909579,6989.108392511669,7636.557555848376,8434.777068383584,9350.821549934677,10373.67390953376,11521.878955540651,12844.131488949199,14358.216687506047,16004.659797504135,17735.104641091235,19507.27201238853,21704.979069620564,24219.7901759524,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,CRI,,,,,,,,,,,,,10736.028163813375,12453.629501092906,13349.561772681729,14036.22248147961,14820.182517263558,15752.814573275155,16905.675251218323,18243.524101014824,19680.35707962698,21168.38524725959,22786.790430275963,24600.959129456503,27102.811040071923,30040.763080703993,33044.73250994842,35974.05459287954,38933.0571779358,42027.90487296287,45289.665752311645,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,CUB,,,,,,,,,,,,,11366.190496831361,14234.385491342022,17131.282432179465,19604.16205797815,21831.910119650314,23889.044903667513,25906.459885736524,27944.71606674512,30047.711581876923,32189.509194899634,34405.21738781208,36709.30322805272,39103.317233971735,41637.35634804531,44365.775849212216,47404.89284647272,50690.84348703662,54079.992203887196,57551.2119965314,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,CYP,,,,,,,,,,,,,18676.472145581003,22397.337732031672,27346.73265555534,32879.84848493148,37629.530079063334,41596.369582535386,45061.78041068244,48244.30353038883,51264.66021673997,54281.34385547342,57415.315615375825,60794.880409293895,64314.69015427649,67874.36408639481,71461.59382027353,75107.60220147422,78845.99562224686,82771.10488931519,86937.81420326052,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,CZE,,,,,,,,,,,,,22441.314655373782,24686.525444819308,25020.486153038004,25115.90520816331,25692.932741415556,26793.519620652365,28294.96013894449,30001.17495001356,31746.307160507327,33590.2420301787,35660.06038209395,38046.721941932716,40652.757518280116,43371.70943398063,46142.144177055416,48951.13023941782,51916.08689599069,55130.55832081256,58634.5994451713,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,DEU,,,,,,,,,,,,,32310.277489215645,32718.517361167505,32846.42539641249,33260.12773533584,34235.829379299576,35766.812000938226,37745.53889435844,40085.155858333215,42675.93365904663,45445.76186375731,48332.45755484904,51368.31934387677,54523.16766782954,57826.951791933505,61345.19450267559,65049.69703325662,68887.80759049374,72845.92883187154,77150.42196439738,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,DJI,,,,,,,,,,,,,1900.2422818264176,2076.53144745932,2055.0091170228948,2052.9484124201354,2138.996277393845,2302.670592866514,2528.228744553945,2810.450342503508,3152.513775978436,3560.8481244561026,4043.590601730244,4618.907341327052,5296.918886398397,6081.982189029577,6978.174938866186,7994.5240040766,9140.934254976293,10418.93520392728,11819.098532681168,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,DNK,,,,,,,,,,,,,33627.7326121072,33913.63660761091,34252.14777859044,35304.034879448256,36796.359598882285,38640.42654960019,40754.69917451194,43069.38046135242,45492.68400524715,48006.065714195785,50626.592856900395,53399.261286995556,56317.52762485244,59383.891100597146,62606.12323352265,65980.97735069487,69504.375696795,73165.97890262424,76988.16114243792,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,DOM,,,,,,,,,,,,,9682.70968608039,11775.132391369942,13182.707540954274,13982.306842615966,14825.550893006206,16098.854762792076,17820.81344197092,19826.720570242484,21892.61680970997,23922.312702899075,25855.673087199222,27676.85620897053,29385.9483349491,31030.711855604164,32751.474281694,34675.900979355116,36835.9268302225,39230.06781734566,41830.0341313974,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,DZA,,,,,,,,,,,,,5853.443598071955,6440.847073381929,6803.030507001355,7456.3927619460665,8447.804931274315,9741.62173968167,11298.136669847188,13031.82320994804,14868.279125666335,16739.932190297193,18596.036169178402,20386.05581539818,22098.475210778066,23729.106409704425,25300.85971406722,26831.88397727008,28339.175234449718,29855.09323601196,31409.60903474041,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ECU,,,,,,,,,,,,,6216.7752754912835,7218.599529472706,8338.760209549806,9624.846544442216,10977.514273673012,12355.352369173386,13756.378097320445,15183.569655523721,16903.49209813675,18881.10309143259,20979.80393853669,22988.267156246504,24855.50683999203,26603.651046691983,28272.126671041977,29900.028534634028,31515.745580251027,33308.61926755031,35375.07344977132,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,EGY,,,,,,,,,,,,,4819.184842976977,5809.6633957771555,6643.036888093785,7472.512616302683,8463.124169093402,9651.393217997911,11038.757680709188,12588.39899404702,14252.046843878883,15964.691438407845,17685.521698279346,19382.644462226966,21041.815859621976,22643.124962975897,24158.73190993626,25594.827821647614,26966.66205532045,28308.675645704596,29611.121383056154,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ERI,,,,,,,,,,,,,637.1062305547056,657.1535039602609,909.938260143054,1363.6198339765442,1890.2624270773226,2397.0144336214826,2850.140882530247,3284.9033237913545,3760.867386155638,4306.1676952434555,4935.551339946278,5657.744726247999,6473.678693141742,7395.592943131999,8448.678626673376,9668.83461041377,11068.911944338563,12644.006201299171,14368.822488320828,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ESP,,,,,,,,,,,,,27778.57426200471,30693.613383502772,35018.664736681385,40404.44886011491,45871.81618346953,51209.20774194557,56241.446631501014,60961.05363580566,65438.765293532015,69909.08569757387,74420.79891076109,78925.00482788516,83204.86385756615,87218.04891405522,91101.60408151534,95016.67965048499,99223.91094150243,103827.85273389614,108705.72805620662,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,EST,,,,,,,,,,,,,15781.990689498538,18916.30313895041,20893.692154071305,23221.14346193486,25128.128122756963,26710.01222719637,28047.909600613337,29285.907391089604,30491.259971946136,31854.30045008434,33511.24752353471,35511.57684557622,37779.444612837724,40246.73308625513,42886.599117495534,45719.948803414874,48779.725765344076,52076.52090357443,55633.02353549112,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ETH,,,,,,,,,,,,,703.3137852570976,929.561667614623,1110.6622411205362,1208.1838088076772,1301.159698445716,1426.54151182307,1585.2258300589608,1783.081527431383,2017.2387383653158,2300.3225845735856,2648.3860409037306,3079.2059401287934,3602.486892508312,4230.095685914155,4957.889857764062,5777.787011967931,6689.740808238056,7698.494743477427,8979.356388603906,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,FIN,,,,,,,,,,,,,31499.17056800182,34370.597518318325,37197.83417417376,40745.05238371851,44314.444095905186,47751.875870770484,51045.22427644385,54200.130512510346,57232.810301676196,60229.65099092026,63324.824361540086,66618.28702827307,70087.11667956901,73692.94836512077,77436.72042483582,81283.93079708047,85258.69084272587,89434.0943492726,93887.44524955311,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,FJI,,,,,,,,,,,,,4320.6242325409385,5023.391036231578,6511.671505131448,8666.545856340843,10770.535347815032,12653.173182339704,14292.982959544655,15819.532797075246,17338.042477238825,19025.336544795013,20856.9471753718,22828.297206213807,24904.13554047946,27036.751687189164,29275.24129761077,32337.12915966617,36257.117753416656,40911.216809445956,45971.241836673355,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,FRA,,,,,,,,,,,,,31639.74821003368,33499.25088020806,38130.311199628886,44433.12989265686,51056.39695762825,57508.84691215208,63541.053192563326,69139.58714701862,74369.73875625292,79330.02499523966,84134.89407001872,88913.69680610701,93705.47137778025,98573.76271795198,103601.31187024829,108856.36175849372,114426.80202175853,120202.95972672541,126198.7872176657,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GAB,,,,,,,,,,,,,10341.342206842368,10111.746614088986,10057.911434612266,10276.87370656516,10876.741373252707,11811.575272094316,12993.334377853138,14367.276730482074,15892.775124138432,17537.35343629858,19296.065986717207,21230.946043435753,23345.381324889135,26047.547504619983,29196.043637307812,32572.333889526453,36032.37112745923,39681.66425147768,43567.83853660918,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GBR,,,,,,,,,,,,,33388.87589869089,36535.307086236804,41691.92830396716,48923.74332193796,56532.042459445176,63949.76476238219,70848.62033273035,77184.0161466574,83047.15984977741,88659.34263970958,94268.66993777394,100044.6874564766,105959.09383662663,112002.84746978512,118233.61093164621,124686.93116809246,131345.42993781556,138195.63424213228,145340.9623647957,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GEO,,,,,,,,,,,,,5370.181334775162,8759.866251205483,15432.223834358358,23482.207479264944,28873.727597699057,30652.156846361297,30685.61863528948,30676.165428134984,31357.024755597966,32801.0311118441,34841.53125977452,37248.46139152967,39890.37538999313,42734.617983639175,45787.311248385646,49055.47783625846,52517.13666615386,56149.143715644175,59977.03530738496,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GHA,,,,,,,,,,,,,1215.1809656611556,1433.388425410342,1586.1426354787054,1729.1963305888041,1922.9103053360914,2184.132453778113,2527.585927257282,2961.826965889655,3491.3433643089943,4120.886811921844,4850.685940982877,5686.8282244146985,6635.708666859654,7699.070030799093,8879.042382882573,10164.289183679522,11549.050302299818,13014.86480335194,14541.415171120409,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GIN,,,,,,,,,,,,,829.0711199294407,847.1835785699474,922.2671227788537,1073.473172705592,1283.5881189904276,1535.9830004057785,1833.2247253106748,2182.768048074728,2593.013897158824,3061.475457579294,3577.7520165668975,4137.227192950599,4758.45208257388,5459.59769982594,6264.378173675052,7184.248354194232,8294.046854271732,9594.555280026285,11065.96186494575,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GMB,,,,,,,,,,,,,1451.2834265602323,1953.810700817277,2356.608163471944,2702.419676627697,3065.187994212462,3467.4609284777434,3922.18126041583,4443.966227490011,5038.515918460743,5705.464066471782,6430.990124556044,7194.115989435477,8028.503890315591,8971.349808543671,10027.130103802803,11185.380838481833,12415.421095046615,13705.65979546217,15023.369587015417,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GNB,,,,,,,,,,,,,827.6624648517342,1036.6811139944568,1160.5215621619975,1316.6738464826276,1489.595998408057,1705.1569510799445,1953.6391878996762,2261.844769876386,2642.02253571482,3109.0132527138485,3661.381933556746,4303.924953715577,5042.752353661952,5923.617112806213,6980.960847712566,8231.828041089999,9664.845232431499,11273.311563928652,13049.880924590929,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GNQ,,,,,,,,,,,,,19890.09989041479,23610.305895448586,23956.41961096752,24722.347359956235,25902.96576484523,27432.394661448743,29349.185023984308,31634.942392896508,34133.15246527799,36763.823618612805,39665.86633854164,42872.28124716352,46376.253761451524,50090.055906446,53994.3691286626,58090.811887410186,62355.99796705965,66818.97470837344,71370.96069891789,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GRC,,,,,,,,,,,,,25808.3891585085,30374.504376824847,34388.87833008768,39659.24597730859,45786.29140640282,52168.91452284576,58464.08704406316,64491.69403994894,70188.07602580286,75611.99370819442,80816.8542008406,85897.47161256484,90798.25128537505,95537.27924879757,100243.3280359364,105037.74224637375,110024.42890865418,115305.4759307885,120990.27171198005,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GTM,,,,,,,,,,,,,5802.2678194698565,6975.58019333302,7820.449721050526,8686.260905736535,9628.744592247851,10684.787554742696,11875.579299705765,13201.108563445627,14669.111476692211,16273.11846690425,17991.54098011081,19798.317870011626,21721.026584622254,23795.85468965086,26026.658484792213,28894.00512509649,32235.69760842267,35931.66138408137,39825.78759605146,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,GUY,,,,,,,,,,,,,4327.819988270362,4836.37704294842,5214.411791045245,5660.118236948754,6307.31349002715,7159.392471930241,8162.679635164688,9273.273743134892,10493.643603355666,11817.849245120935,13233.495265738216,14704.177487815117,16263.606235735402,17945.275253628562,19732.162365625285,21606.59489108604,23536.229690836244,25490.591164797293,27445.123212785118,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,HKG,,,,,,,,,,,,,36303.038802990326,39268.3338261749,41177.6494014414,43050.1102032497,45865.46292466263,49622.05678984299,53924.55984097404,58295.197173314,62421.43622919118,66229.33060308221,69789.34865617605,73301.79080447687,76685.82390053177,79963.44602103897,83191.66319315207,86411.10137095132,89764.27025252652,93229.05131096185,96827.64394668414,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,HND,,,,,,,,,,,,,3718.4643130438053,4101.70078974854,4609.445823004815,5150.423726267722,5752.515079203829,6423.437739779949,7174.081958651811,8015.215512501907,8958.99140032173,10017.9355323765,11204.155126915264,12538.630324194086,14043.77194026857,15715.241421601837,17525.19417898763,19444.019093833886,21874.707167831293,24695.820926357505,27628.31135317945,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,HRV,,,,,,,,,,,,,15377.16486416736,18059.99297800523,20130.425574045323,22174.77634073233,24069.677341250033,25912.935332717745,27716.92402220413,29526.20884156815,31322.318501735583,33184.02849955965,35207.37296928386,37488.55474732379,39993.77217661817,42682.987460409466,45529.79488406819,48508.706604118306,51622.85783565654,54907.15586027213,58380.70013682703,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,HTI,,,,,,,,,,,,,1412.540873057984,1591.04637909129,1886.4602101618589,2298.2181266056464,2805.428746116444,3394.722723772507,4065.4909097886502,4799.675314278546,5594.510958890002,6478.390167179954,7626.0071058609865,9051.051591525407,10725.58140608785,12549.19781766021,14466.231848128065,16436.192043133193,18440.533622661562,20448.49804758353,22464.960887632333,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,HUN,,,,,,,,,,,,,16560.019310050677,18673.216038295584,21062.587274182766,23994.75958002119,26733.08844756325,29199.701992494898,31429.245393244702,33566.94122201571,35706.254571176025,37985.994171167695,40456.496292867625,43145.3147020507,45984.911179163144,48930.904764495994,51965.57923891548,55114.00482784929,58432.526161513684,61953.2919629177,65701.40760252037,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,IDN,,,,,,,,,,,,,4080.6460427683487,5612.36849642489,7915.050795968206,10703.65971623213,13429.605210630616,15927.235805869172,18213.49358688237,20360.277966597994,22983.42573955894,26039.142433938207,29310.958671487093,32423.919556493864,35445.194462504034,38527.95525660583,41795.025772743895,45273.60563934792,48962.91199529035,52830.92087448209,56853.06693487605,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,IND,,,,,,,,,,,,,3172.7550725333244,4930.7192367855505,7303.155674907037,10145.185705024242,12896.16555714052,15314.3711439316,17372.385878286088,19134.286608189163,20810.55837967404,22555.596779487078,24458.447259483222,26486.63090700654,28574.077579473094,30654.30074284755,32736.553965321305,34915.53232017521,37235.044987957015,39690.152676800586,42203.64568110986,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,IRL,,,,,,,,,,,,,34229.152119410755,35581.99888631519,38401.18441982401,42952.773763001904,47607.251334828834,51873.20368336999,55497.36429634156,58695.94604578507,61738.35846521684,64875.43680465535,68148.07944013106,71520.35460727694,74849.08229323616,78131.00109359082,81471.49391604721,84988.3659883325,88753.43920859638,92774.32431555014,97003.96504822593,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,IRN,,,,,,,,,,,,,10906.274236525831,12213.193512491624,13257.805432559408,14001.152664469768,14789.469748383219,15860.059078432652,17327.032945481493,19203.26941803378,21331.40763787883,23557.812414797292,25772.13313788111,27892.831327513788,29858.219869673838,31645.4366225104,33415.81792650888,35289.31752203076,37323.697879968226,39533.66038546487,41975.00138459265,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,IRQ,,,,,,,,,,,,,4303.706594562251,6565.034097947619,9928.253170636068,14048.956802445551,17800.737032310506,20584.377036660808,22520.58768243387,24086.882576481574,25587.760446265896,27205.232161644886,29003.035406254352,30966.355955217896,33125.21471197748,35624.63733956926,38512.65108095064,41791.36241164125,45372.79537057402,49180.68975764012,53178.08958093636,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ISL,,,,,,,,,,,,,35685.58168937612,39272.74540132651,42547.75776278754,47662.453429695655,52746.30483212303,57885.904751453316,62923.009811291,67906.90421745893,72902.45387378153,78115.52480074279,83671.35386297035,89598.05542835033,95702.4399157212,101846.25803554263,108030.76693020904,114315.57379963686,120721.96787911921,127357.27998431414,134134.5306060654,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ISR,,,,,,,,,,,,,24925.05329459196,25007.018633067826,23894.758253740663,22990.536577219616,22988.993030112637,23685.769284267575,24821.70336479941,26197.143345970857,27664.178544801518,29126.77229832813,30622.23919798767,32221.17598414907,34073.17172866685,36236.05630276485,38698.242357635485,41419.66054526241,44360.10230534444,47487.928155271686,50827.02000435441,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,ITA,,,,,,,,,,,,,27667.994575695477,30114.842810499085,35471.892517966895,43147.72070196848,51104.971995457876,58644.54962095751,65454.605721869964,71565.30595676393,77062.33938187372,82223.5140476982,87213.11283381585,92147.27327379215,96955.09811354439,101672.39691543751,106437.45999976751,111418.65303379434,116823.03518795698,122660.11240460022,128779.1820611117,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,JAM,,,,,,,,,,,,,9073.655518656205,9831.93526584305,11892.007242137614,14925.800948027309,18262.562415579003,21373.421212008234,24005.58656890956,26223.320082520695,28197.058686615754,30067.77485783007,31896.58905664045,33808.699513799176,35951.53798941438,38423.59993925206,41226.46625818742,44336.37104622835,47682.7613073967,51245.135187287306,54992.486775751066,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,JOR,,,,,,,,,,,,,4707.159123678297,5834.260750395878,7445.527551395383,9335.31469368305,11175.508891678943,12855.925091805966,14370.790837789853,15807.451606192286,17198.543478233438,18603.094130970054,20017.93600852744,21450.06383668515,22870.110358848473,24252.935308956843,25583.72876045169,26882.498870883708,28163.484641434556,29460.13564933333,30763.194034401007,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,JPN,,,,,,,,,,,,,32118.347522880802,32254.797223024583,32928.21762784629,34384.42492389885,36301.722868371646,38465.71015022744,40733.03597251607,43080.9666275484,45539.66844123213,48134.547561901956,50938.70717233355,53990.41014309978,57195.879159713586,60473.381705732536,63820.59426993101,67496.12707504645,71507.96120334027,75860.7993219304,80516.874525981,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KAZ,,,,,,,,,,,,,11273.693353575125,17080.070996566905,21413.139039052992,24617.684661260908,26534.496535176295,27720.27578744888,28683.376360302515,29757.038280406225,30967.99595124007,32414.097050743167,34129.58690119467,36141.5360030491,38411.77549816636,40915.3544156188,43626.6615415885,46498.81321414807,49542.726685435286,52779.470370898234,56259.05232484392,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KEN,,,,,,,,,,,,,1160.4504240759222,1412.4445431951397,1785.8356244340075,2325.3111066535607,2954.7404286704996,3661.2193830821034,4442.66014482314,5298.559123658768,6222.100883508551,7213.951072523176,8269.399359159454,9386.249338880365,10573.373070874022,11827.715258341717,13147.78686961159,14525.318193487301,15944.230000758647,17399.804035181805,18868.464587635037,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KGZ,,,,,,,,,,,,,2342.5940391696026,3882.395151643214,7380.470199190564,13218.44988855816,19606.270076335888,24832.642114060756,28401.018385298154,30816.314271216757,32639.237401254617,34337.43424435958,36166.28585762312,38222.1205857046,40565.468798478694,43209.972595576895,46090.368768464556,49172.30154111816,52439.427125228,55868.42309769266,59512.393421830195,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KHM,,,,,,,,,,,,,1776.3041534884535,2533.17809288923,3543.6898783005668,4937.537972733751,6461.355265611388,8029.6731964506625,9567.622405834243,11043.947592298475,12326.756445347186,13584.217616407348,14900.96989001771,16446.210992190212,18261.34955868979,20345.66381891206,22616.658586515765,25018.84364829362,27573.043193867885,30266.141667582553,33742.68248974402,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KOR,,,,,,,,,,,,,25215.923668952,26906.960965851227,27245.214230460155,27307.745122018157,27895.971968013127,28985.492338439617,30312.424391899287,31729.122236746505,33199.079812639575,34744.93493170806,36402.870039677204,38240.98321963363,40316.32379064703,42644.29766204406,45190.849359021944,47899.96604031711,50707.528933745394,53637.22949024995,56748.52421421268,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,KWT,,,,,,,,,,,,,42515.18203810175,44838.47505776735,42713.85321327149,38329.68574998554,34485.65037826722,33221.6364982411,33799.296542048454,35607.59907748743,38393.73741118748,42038.22445832608,45841.15119292718,49652.78976909431,53475.66975854185,57361.711239827164,61385.26419314861,65574.60167099297,69919.09938899476,74396.25336486283,79036.63761346067,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LAO,,,,,,,,,,,,,2659.9094552366782,3644.0543844235026,4392.20854741255,4729.2617942453035,5026.179091038433,5392.862429423107,5838.12585344255,6335.364417159355,6885.764287951692,7505.749096642323,8211.57751739111,9029.960107401872,9990.356520706991,11082.707567171761,12256.128297921741,13724.068699428759,15435.222533199001,17284.903100127558,19102.690121518146,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LBN,,,,,,,,,,,,,12514.200205999183,15883.838598065873,18056.432927702936,19017.780472324943,20072.144419400658,21534.19398429694,23390.27098819157,25473.150494626283,27592.287824991123,29608.5126080883,31469.391906475383,33385.130963285956,35528.775858111825,37977.53075193051,40702.676406939,43666.985962374165,46846.73340761826,50237.83243405932,53835.51494954068,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LBR,,,,,,,,,,,,,356.25139878065085,476.6775539207282,660.2432842905309,888.555160797445,1142.081717944638,1457.4237277081656,1839.3570835018172,2293.6706809401016,2805.747135193609,3379.750167720627,4030.1507431129917,4775.212766939823,5625.708585923889,6585.865751665244,7683.99703047892,8940.931487136279,10419.025932651855,12166.343544742918,14191.248357854894,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LBY,,,,,,,,,,,,,19139.171752335762,18524.854087876163,16788.500781663348,15334.607240322606,15017.486782366253,15606.486289531245,16888.838355751257,18686.187231255823,20875.241913653867,23392.732447935643,26108.546256207395,28858.831098681207,31522.84634245267,34165.51249279819,36986.51890220568,40145.83197219093,43700.241205373524,47623.24703154096,51856.72320701352,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LCA,,,,,,,,,,,,,12008.442335591988,14188.784041326067,15214.491171995043,16286.154402337488,17490.141445964324,18878.284642980863,20608.851422416836,22603.931238095178,25040.30054148142,27694.562039959772,30380.86752628951,32945.646142898964,35535.9595077169,38291.44014045304,41272.48592241157,44460.35875471594,47815.91462998409,51308.048905916556,54929.20747935744,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LKA,,,,,,,,,,,,,4037.830672343757,4480.819595248275,4583.763953331716,4551.353151940317,4681.074545562771,5006.685635354859,5542.680663122861,6278.441399835073,7221.179648945286,8366.419479350625,9693.921856066672,11166.556655152044,12755.326886137056,14436.711234371303,16198.749429963944,18026.78308719308,19907.881427844983,21820.920648389667,23736.967968235524,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LSO,,,,,,,,,,,,,1151.2330922800306,1338.777793873833,1369.3507557214723,1448.1048658165225,1618.783407710123,1881.0494414427505,2220.705337493254,2625.5745430228235,3097.7574437967187,3655.9311133779574,4323.782740833375,5123.751114411325,6068.67520816942,7165.528007763423,8396.884760699571,9918.201923070337,11712.257330478735,13699.112526375397,15743.833031096054,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LTU,,,,,,,,,,,,,15176.951704248257,17704.59997755713,20763.86089641836,23629.84068363746,25630.689394231176,26987.94879271889,27986.852796609193,28878.22627957117,29794.161949779274,30837.54009979622,32206.73904672877,33965.645424578375,36072.476461330494,38407.95844927737,40905.908681845714,43584.64998120198,46505.36959793793,49720.15279297824,53242.62987516009,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LUX,,,,,,,,,,,,,81834.14738541977,99746.24884724202,115915.77774419886,129621.91308165499,142138.68840764245,154484.24547814488,167013.17948470448,179632.71619593338,192109.8903684028,204290.56825012562,216122.45324561527,227910.2969178387,239536.56495456788,250997.0181760454,262423.23692563525,273837.75717628066,285221.8675283469,296750.5392379092,308778.4471563404,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,LVA,,,,,,,,,,,,,12662.658827437443,15752.40785809016,18761.42977621262,22126.318981913693,24691.48374406052,26542.50934728962,27971.953071948512,29261.354682513338,30473.68194967202,31810.283481741244,33398.25472251196,35308.55525593737,37494.25362295032,39913.620667947616,42520.07191814434,45288.87635153579,48222.455062592104,51347.45819432112,54745.31474532462,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MAR,,,,,,,,,,,,,3222.5960543715614,3708.808903709929,4057.8523697466576,4439.8708837796685,4938.143087433176,5576.061926337855,6322.524497664851,7181.795979115937,8165.110908202079,9308.60945532987,10613.46930306962,12265.921036107642,14215.2673487392,16334.418607458354,18423.46912389338,20400.04327367466,22264.652519777166,24053.259497753286,25803.320789967103,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MDA,,,,,,,,,,,,,3018.434094875758,4201.2370171195735,7570.70228016048,13051.95786239634,18909.825804476455,23732.612033988036,27146.979574806737,29570.733326458067,31403.78019228568,33093.8315923188,34916.40868047721,36979.98660183848,39349.99741090785,42032.35706953308,44935.063827270686,47984.059117023644,51158.67284151718,54498.26325707337,58102.144606699,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MDG,,,,,,,,,,,,,750.5587606500761,822.5620411228225,962.4400895082443,1135.8705301532377,1315.4370981607074,1502.3571668177615,1696.681727286531,1905.6938547126883,2142.156905061945,2407.4492043888476,2706.6367976239985,3047.612994818591,3444.868370531682,3911.7065461772177,4466.506780337674,5122.349080763214,5891.349070842841,6779.264028761805,7799.431948826078,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MDV,,,,,,,,,,,,,5592.971437366036,5347.818924743237,5736.686051668712,6094.833795809423,6507.4317744476,7048.532183509882,7711.299277892772,8584.456393533153,9599.892866074184,10675.871694810743,11799.597882808062,13065.846542225698,14496.59038867906,16262.11295953496,18216.501118475597,20166.182891846318,21926.29843022259,23448.749404310915,24794.542315682997,,,,,,,,,,
IIASA GDP,SSP2_v9_130219,MEX,,,,,,,,,,,,,11407.12777880495,12678.407730658842,14235.249491969083,16301.976115100193,18418.912012330282,20548.379947735928,22975.840848731277,25633.478767741126,28386.668292786922,31005.540671613708,33501.319908004756,35973.784460801806,38575.04784965439,41388.32712606353,44422.53356465418,47666.492070182525,51080.68429680609,54589.78351667656,58175.67310378365,,,,,,,,,,
